y,x1,x2,x3,x4,x5
3159.934984,56.2282389,57.32526008,-35.89380281,0,61.43701205
3119.979846,92.78260081,29.43071065,-65.83552516,0,42.82912539
3480.087597,93.64207088,42.21383931,-60.78700593,0,37.76385059
3318.637275,66.1940885,53.10669084,-47.94227935,0,51.86913754
5129.23498,54.96516598,80.30103522,-57.63041713,0,61.71969604
3614.06684,87.47155659,53.92026993,-44.60330473,0,74.14672988
2458.330876,57.50134556,37.37716414,-46.11892862,0,60.4247149
3201.03688,45.81321639,45.30696221,-76.07516405,0,19.48600536
2385.887581,33.55388227,42.78228908,-49.97664183,0,51.56366065
4652.76008,83.11226066,65.53928167,-65.84265717,0,51.42721912
3562.853176,45.82722475,60.19488055,-74.69116171,1,39.19156429
1856.646235,55.11774934,20.08613734,-41.81184607,0,68.27404076
2042.8977,51.23373205,14.65559998,-58.71742288,0,38.93307852
3514.888322,72.79545202,50.52043658,-59.32671229,0,31.06171259
4882.761402,64.8167477,73.50762332,-63.54151379,0,34.15095742
2387.038341,58.4226157,31.24665103,-52.19421714,0,33.46454259
3526.794969,37.99377111,61.08610319,-57.09994742,0,36.94042337
2425.664014,44.59290518,34.64878128,-59.09784611,0,27.17440883
2731.803684,78.27978317,40.4842184,-38.41087797,0,57.5601979
3588.23554,94.05012376,47.75388179,-53.71630887,0,63.57467219
2515.965674,49.17057591,40.89180781,-48.67754287,0,44.5912337
2618.503927,42.25696734,46.45025135,-47.17422809,0,49.42808211
3238.286412,42.58840937,61.01371543,-39.41562779,0,52.09050544
3594.91658,81.50727962,54.72025314,-45.95288872,0,71.4024133
4275.274114,87.21969999,64.52884708,-47.05510841,0,44.94344636
3261.889858,80.46816834,43.03130955,-58.31440251,0,38.6350199
2902.230118,74.07403501,39.07711481,-52.83223682,0,46.6437273
3476.025642,86.86856551,48.77437947,-50.95403515,0,58.12170059
3617.577039,64.75650196,55.53973946,-57.60988475,0,52.05448598
2658.974216,55.11204674,44.33924341,-59.28819295,1,38.67868474
3157.280018,59.48020172,44.42122673,-65.63987206,0,38.31959307
3246.644869,37.02779635,63.30111571,-49.83879662,1,46.180464
4506.662345,85.67903333,57.22960483,-81.51951971,0,12.48927903
3065.351532,92.65997398,42.49812555,-40.29829159,0,59.89570086
3918.003176,93.76361607,56.05758027,-49.28551798,0,49.94030489
2489.467582,56.79783832,33.72574581,-54.69669028,0,45.95392325
2251.998446,37.70232913,46.09833283,-32.91505958,0,66.27464775
4090.607929,88.15461822,50.430903,-76.68106978,0,27.47799374
2921.632264,53.34035843,42.4864279,-62.47762395,0,40.94498565
3281.095107,75.97643401,46.13240124,-55.97721898,0,41.37573098
3034.573043,56.77458445,45.09169178,-60.15851801,0,49.47383932
4303.535415,79.55949823,64.26667804,-54.82712856,0,32.69631397
4794.825364,53.05047092,78.15401405,-50.68155034,0,49.44086588
2372.452323,65.77085707,30.57587586,-46.80883619,0,45.23769355
3305.326281,64.04987256,50.63350127,-55.1153757,0,55.78425093
2426.451296,43.51330205,38.84550781,-52.34066263,0,70.94328088
2651.616498,46.40980546,44.2551635,-50.414759,0,52.88751783
3026.844072,73.3654419,46.41543542,-44.14600463,0,51.6631687
1823.848595,54.82170189,4.066342746,-49.31819106,0,26.12537309
3222.19233,41.13244795,61.34488755,-51.83874638,1,41.28652838
2664.225824,49.07194002,41.18410405,-55.45191817,0,62.62253118
2583.031994,33.84518897,50.29621933,-42.53983864,0,53.38961597
2974.398093,86.23323322,47.95789489,-28.50081428,0,73.98506344
3229.216039,49.99257934,57.56319992,-43.55381125,0,61.44301704
3089.772379,64.93804212,55.57743636,-30.83111081,0,69.79087153
3604.703986,50.65175008,61.08099869,-51.53698331,0,21.87264284
2982.206136,68.12460544,47.78859417,-42.78491901,0,57.69690675
2942.330666,55.71911168,53.24670732,-36.59326129,0,64.74094405
4802.86605,48.68781231,81.40222946,-55.58423607,1,30.02097193
3637.647349,42.82547834,61.12736746,-59.17226253,0,50.4532967
1841.134758,31.83028033,30.80036641,-45.44082345,0,51.91182767
3781.364236,74.15167233,54.62741426,-61.11890426,0,35.26524883
3863.178469,41.08189516,72.66337152,-33.39997147,0,57.92308896
2260.617232,58.46147916,17.91301737,-61.71405711,0,51.65358879
2703.14123,44.20084502,49.91739256,-55.99933633,1,49.91958281
3086.779196,90.61521241,41.28781592,-45.38721353,0,36.13759123
3802.158445,92.69196612,55.08714361,-47.16281366,0,33.62965395
3280.117682,32.11913262,57.7986809,-58.94458856,0,39.83422099
3369.533281,58.45599021,60.1013279,-36.82635459,0,61.12453584
4886.778953,93.93304427,70.46938574,-52.51704671,0,47.2995631
2841.035034,72.63152504,41.69600352,-45.76645718,0,65.27365444
3123.319595,65.50749324,45.41955703,-57.26679136,0,53.06708149
3886.33461,43.08106018,70.40969514,-41.10169198,0,49.65798024
4197.125951,75.51448656,62.0457035,-59.32473339,0,53.49629583
2225.698523,42.93985045,38.89914617,-57.53645266,1,23.21669999
3121.263866,60.68626375,48.8730697,-52.56401973,0,32.9618199
3803.697346,93.65743481,56.7156681,-41.80208563,0,57.11333821
1938.865402,33.12729824,38.12131,-37.14913859,0,60.62533021
3046.664286,63.12531404,45.02382851,-56.1087343,0,55.99354503
4605.234352,90.58820458,68.68647375,-63.36271289,1,44.4381847
3766.165123,77.36630302,54.87457374,-57.15821768,0,36.84547869
3590.636803,69.79174086,55.59529853,-52.19477137,0,54.04991813
3232.541154,59.55519588,54.3151769,-45.4192754,0,60.5818343
2756.904249,30.97784686,58.9111977,-40.82711889,1,64.84695469
2127.38313,59.25096326,30.32667909,-39.86537275,0,50.56439565
5155.380377,51.4030171,78.15540399,-69.98430069,0,22.24358914
3318.18956,63.06944232,56.66761054,-40.54882506,0,56.78963067
2499.266517,30.80163048,48.8959401,-44.06960343,0,22.33225854
2367.772416,42.2120189,38.66947565,-50.72981294,0,50.4791852
4347.786405,55.02243733,74.54091912,-54.06992164,1,52.72838019
4595.686219,55.9099792,74.15414833,-53.44459261,0,40.3846487
3714.217575,86.86168754,52.92474877,-52.69897929,0,49.91305482
4644.047162,40.62739429,78.30164666,-51.97408099,0,47.81162938
3166.409206,58.57015837,60.81532765,-32.96403393,1,61.2784517
3541.938414,54.26870001,56.47092249,-59.04482559,0,35.21115928
2372.893218,34.68596348,39.73128711,-54.79816978,0,52.30997666
3074.100788,63.8582053,45.74857876,-55.38242977,0,47.34062543
2482.400473,34.1898337,45.76758456,-47.87420059,0,49.50142587
2882.584429,72.85248232,37.03142832,-56.53112862,0,52.59060122
2212.875069,50.5812271,33.94798467,-60.50475728,1,46.82772663
2175.961084,55.27924383,30.04138974,-45.81921938,0,47.21400503
3517.128601,49.05685721,64.53670669,-37.58040018,0,71.49513341
2978.490689,92.56587439,45.38441564,-29.82488559,0,66.15566366
2857.335648,59.51290011,39.69669076,-60.23200665,0,40.48958198
2787.25688,31.9397993,48.96246662,-77.21618614,1,4.946952071
3379.476016,84.95730835,46.36507929,-53.17738497,0,53.56355531
2898.942952,62.97237546,41.57551971,-56.15365488,0,29.71791296
3303.229759,33.60294792,61.28276483,-65.34689548,1,46.80398506
2290.361191,41.83314813,33.5645757,-56.12430697,0,34.90539644
1531.567709,34.06871412,-6.710625024,-65.57694077,1,43.69418581
3325.164895,38.9866768,65.46233174,-32.57070287,0,68.58329931
3564.498878,67.06120253,56.72689387,-49.77700869,0,44.72099035
1986.450626,37.44719946,34.97178976,-41.95856901,0,50.95771773
2653.632819,56.42629258,50.06562325,-29.49348811,0,70.47718895
3520.366096,85.53004829,52.48528936,-45.08637149,0,44.76875603
2501.548075,47.74579366,47.50359802,-34.76034487,0,64.25258602
3231.792252,74.91922508,44.12759892,-58.41045507,0,32.55499103
2780.463498,62.81842532,26.12593753,-75.68024629,0,24.46907178
2756.587283,94.89158558,32.89412513,-40.62103598,0,53.53456939
2463.260574,67.6844661,38.65431513,-36.41157853,0,59.10605313
3789.050596,80.49580625,58.23535191,-46.87631831,0,40.27859217
3900.12671,36.93802144,65.77754217,-61.98405029,0,43.28390438
2877.953992,84.26132489,35.27807749,-50.84559686,0,72.26238269
2476.853964,82.42343375,31.1608386,-52.16477498,1,39.08015021
2500.272885,70.45896534,29.0868343,-51.88649772,0,35.95962213
2768.892451,31.4836432,48.68760703,-57.52147895,0,44.20556159
2599.834899,91.24060204,33.82224516,-45.93528364,1,40.44744705
2620.39786,48.44003195,42.74736973,-50.63039428,0,36.91408481
3557.345179,49.08827804,60.93984264,-50.72828602,0,50.78793735
3523.496488,66.85063139,58.91780701,-41.69861095,0,48.80292342
3044.910208,39.99363667,48.36306394,-65.95562702,0,31.11097604
3630.79808,80.86896939,55.46412167,-46.17902606,0,50.26291093
2556.829442,59.2951004,40.68878787,-58.25825947,1,30.72214619
2900.366118,85.48474352,40.21813675,-41.8145277,0,69.39509955
3307.702542,84.611732,38.06345919,-67.20888095,0,30.71425439
3184.051964,62.39173926,52.00461029,-46.75116255,0,69.91868602
3768.034016,77.44510467,62.62791211,-34.74900537,0,65.98992475
4346.651402,88.90828171,59.51918711,-64.4303128,0,39.68798423
3212.362052,43.44859217,54.78000677,-55.26251994,0,48.18778748
3480.73352,62.90206399,52.59612172,-59.78405934,0,40.22275227
3238.214484,85.80848983,42.78032274,-53.41959525,0,47.66028024
3288.092455,32.22109167,61.76253392,-47.4895982,0,53.8599066
2329.793889,30.92257498,41.36085807,-52.15159871,0,60.12071229
1780.466004,35.10570376,33.30870205,-48.48300074,1,48.54579887
3407.396144,85.62226243,53.78358169,-36.0813395,0,67.54375168
3884.555845,58.71209039,65.02066069,-47.15270726,0,68.49645208
4345.398962,57.33570438,71.74708429,-48.57389867,0,53.55968115
3237.02852,83.77266031,48.9483101,-41.01547834,0,68.67376692
4032.04526,73.81624246,62.55259992,-51.04646977,0,56.84043672
2204.481465,31.77945975,38.68266605,-50.55395298,0,86.45743807
4874.148188,44.41153817,82.95150234,-56.4642079,1,42.9499674
3571.905879,87.68152269,54.04663616,-41.98410333,0,63.1816187
2963.875303,85.92717162,47.19920178,-29.82424401,0,81.74080748
2716.385163,93.20160234,27.56891487,-48.01977719,0,31.82576622
3444.090462,93.51926318,46.93822988,-48.78336646,0,46.06248319
2481.615942,30.28080134,53.15747826,-32.85568208,0,69.09692902
3426.616879,60.69433506,54.88775198,-52.58093113,0,49.42796523
2701.863429,55.86200261,47.57398286,-51.51744448,1,49.57162281
2249.775337,52.20554224,31.86557355,-49.06807086,0,58.64698277
3185.069828,30.41543894,62.09272397,-42.65617611,0,51.60880032
3302.18969,67.02916753,47.80525765,-59.59719764,0,58.13403179
2714.45938,46.71319353,38.40091382,-65.02610865,0,37.02803656
4364.729394,83.71643924,68.74319595,-40.18110549,0,74.42252304
1959.201493,77.89334617,22.55961291,-27.48160785,0,73.7735297
4389.964286,48.61692079,73.0768812,-52.82950625,0,45.99093196
4656.994328,83.57630974,66.87800581,-61.30639267,0,37.45475395
4727.43282,69.13221109,77.93524011,-48.4339769,1,55.32300654
4239.020672,54.86930075,73.24470894,-53.61718455,1,49.63753475
2953.045423,33.5353055,54.55074028,-50.35840196,0,40.77349278
3669.591955,78.48008252,53.47914265,-55.37678622,0,55.98717611
3921.39069,83.29728327,60.61203679,-59.41703567,1,42.3425416
2541.419968,52.01143246,38.34006883,-52.83264016,0,35.5400325
4130.596264,60.30932261,69.23287932,-44.45691574,0,53.33486579
4676.14198,83.20950053,69.6128999,-53.19327251,0,51.45127365
3215.845705,38.83515397,53.05544425,-63.31599284,0,40.45347657
2549.307714,76.62611587,38.76118949,-45.40296996,1,53.49115357
2664.877327,45.86252548,43.65325078,-53.0253907,0,48.25037939
4112.018716,64.6968641,64.45450507,-55.92153149,0,34.78824964
1960.727209,41.41277399,26.71011061,-49.90968356,0,47.71915302
3414.861897,64.92697646,58.76230205,-38.16988374,0,56.34507556
3133.709055,35.02472347,54.02797046,-59.54992646,0,52.05086206
2064.58493,59.9994773,21.68120132,-47.02836933,0,60.77013536
2920.640775,73.55058993,43.4666271,-60.79688183,1,37.27072122
4209.431135,92.08658783,52.93215963,-73.5428045,0,41.77340784
2823.347545,40.53599703,54.66276577,-51.63834385,1,49.92423991
2678.352503,51.78281577,44.02249506,-48.31302249,0,49.87655032
3858.441243,69.01154249,58.10442534,-59.25130975,0,45.60347556
3294.455352,59.62711486,45.4951842,-70.10945617,0,6.614123726
3022.602351,84.96080503,48.42667038,-41.41038534,1,60.39731343
2152.492661,33.40087903,37.88034032,-48.00507916,0,60.06905949
2410.951732,48.56287022,32.12164141,-59.61724048,0,33.83874979
3534.253042,51.15770243,64.5320697,-36.85153034,0,90.42975636
2694.955897,86.67221476,32.87796146,-58.79497798,1,32.8443023
3613.890181,85.03840994,49.39196017,-57.73252089,0,27.88767066
4161.343667,42.32209865,72.24494225,-48.96268991,0,36.59277051
4324.403195,32.55180234,71.88768862,-65.67578963,0,28.01581722
2826.514771,67.16336548,50.26384,-29.69625809,0,52.87032847
3960.769648,77.08903737,57.68024835,-59.42715406,0,36.43165097
3740.931276,51.93396719,67.7953334,-36.10999814,0,61.96288745
4011.379055,89.63481022,64.00597503,-44.98866814,1,55.81389471
2760.076727,89.98756324,36.57735276,-38.52830788,0,57.46230474
1619.957505,44.98748856,19.00823265,-38.65942502,0,64.43480974
2104.304427,52.60761466,33.43279561,-52.4678114,1,33.98529669
4763.335555,46.22376716,76.68240723,-59.87369719,0,32.96708448
2808.323324,86.87142971,20.70135894,-65.19925344,0,32.56458176
3549.596509,60.54509979,56.61610866,-54.26762523,0,45.60558635
2907.132215,58.39873411,52.7334835,-46.23949093,1,37.05582745
3448.736169,83.04545867,51.66152939,-61.01529649,1,31.51850979
4284.17476,90.5982302,61.05513795,-55.44953098,0,37.69612027
3293.837983,78.54961697,42.23673446,-62.66506771,0,45.7753353
3752.716362,90.47916367,60.94995522,-39.52393901,1,49.01224381
3526.608141,92.91106116,51.45420657,-42.45572571,0,59.51673057
3957.140031,93.52486562,52.87387198,-60.01866254,0,36.8819877
3116.947685,43.97606819,53.344077,-53.87960461,0,47.55699634
5552.379062,75.3845344,82.08771012,-56.27676619,0,41.95490739
4560.833221,93.20834986,70.690731,-36.20479616,0,44.03518035
2841.688576,67.72763844,48.67456317,-33.82065221,0,73.63872896
2525.033785,60.65264677,31.49634056,-56.89192641,0,34.97066421
3197.186219,50.93876436,53.65423467,-52.00566098,0,57.86584405
2304.004558,90.60406211,3.815510045,-46.61883006,0,49.24645384
3322.408738,76.62412756,50.0644991,-48.07353394,0,60.04722675
2567.138994,62.18295616,36.286605,-67.03119623,1,38.94144415
2605.463249,48.86634393,31.44979333,-70.14574405,0,34.590436
2445.71486,87.15806956,31.94031579,-43.54427699,1,58.4004875
3212.235671,66.38658451,45.66753405,-60.66064639,0,35.3467078
3578.767834,67.11342387,63.89854098,-29.34180309,0,59.66967235
2388.10805,84.80311049,30.92824477,-32.86513105,0,57.72452313
3893.16287,77.446135,61.02272419,-46.09785197,0,56.56327901
2981.012937,75.66116888,42.30639119,-49.22395398,0,56.0838035
4284.414099,63.66471754,67.06132304,-56.98859701,0,50.12695933
2213.486478,36.26201953,47.36276735,-39.29697203,1,51.03018234
2690.011288,84.59579589,32.51689289,-45.64441401,0,44.16232237
3762.854481,70.55446973,59.57411647,-48.92907475,0,50.9400244
2113.095086,72.70144481,12.34009611,-47.18415975,0,52.90433282
2347.07709,51.19792359,34.76655861,-67.07833512,1,31.81538202
4631.581826,76.95290364,69.43597889,-56.29369542,0,13.47666724
2118.080243,33.23511639,43.75355105,-46.68795974,1,54.52442546
3601.93584,91.55844417,51.71537284,-46.73880841,0,65.60839291
2506.065249,69.19862991,32.38105129,-48.39807941,0,56.46359874
2484.404895,46.66810711,39.18612944,-52.39701415,0,46.58579553
3684.995771,48.42025432,63.00773652,-51.61109954,0,50.55333949
2166.393523,43.5476358,38.46192509,-40.40800355,0,40.07348081
3223.575208,65.60243974,54.02924712,-41.20397311,0,46.46932462
3267.133975,81.36233269,44.2189443,-55.17165827,0,37.50219036
3697.143661,73.77901731,59.85395461,-42.43832799,0,56.2805065
2960.666665,57.43292023,43.24216456,-59.84346534,0,22.81261933
3620.65389,85.00635385,56.67896691,-39.29552789,0,57.75589743
2896.706709,83.33857567,39.82995066,-44.09672015,0,54.98602602
2537.685301,46.58461972,45.25866229,-42.44430517,0,54.86848574
2583.164539,81.52245016,27.00166364,-67.98733001,1,22.4103445
3822.01251,36.13302617,62.80648886,-68.06093191,0,30.45930371
4421.055641,73.48402263,65.95787157,-60.00227715,0,51.90032293
1949.615599,36.08127617,33.46923252,-43.57773488,0,75.53006612
3118.056389,80.17783352,41.61315954,-54.01455664,0,48.92748833
4223.903832,56.33312223,69.89987276,-49.74180929,0,48.55475549
3975.590412,76.46549648,63.85127004,-42.09432572,0,62.19852101
2981.816975,88.92869657,44.98955287,-33.64223035,0,77.13617551
2739.499683,39.26620304,48.68495176,-50.09828016,0,44.23122754
5356.278095,53.34763747,86.67279396,-58.78002474,1,33.07315299
2452.297839,80.89074231,11.546482,-58.8305858,0,39.30602434
5132.235984,93.03036684,76.50269825,-43.91619058,0,57.12093136
2193.565218,40.40540893,37.65243652,-45.16656932,0,49.24697245
2619.91023,50.48064248,36.3268687,-61.69291634,0,28.06509607
2616.822481,47.31195604,39.73194866,-57.51401706,0,48.39762728
3057.894324,46.33782672,58.10049605,-36.21871281,0,62.88883198
2191.698571,64.21889093,35.74892129,-30.75590868,0,63.29237197
2674.532148,65.42231294,30.16326807,-62.97663532,0,39.94264796
4508.597715,94.16764965,67.33403421,-44.18799967,0,68.33889641
4277.3943,52.62223299,72.59074023,-45.78598182,0,69.93725674
3232.454438,61.91528668,51.14931542,-52.01976854,0,45.06685278
3406.108271,40.7567036,64.22411268,-39.29717349,0,55.09324558
2647.933678,54.71607668,50.65186316,-29.23837601,0,65.16724125
2980.695236,34.63098555,52.50592631,-56.33903824,0,33.31223968
3950.314546,67.16276123,58.64549921,-63.8313889,0,38.60700649
2979.388879,67.62243509,39.23351755,-61.23578957,0,60.01534743
3049.542073,48.72539726,56.9540113,-49.69338974,1,25.03156319
3150.551716,77.02898149,42.37101261,-56.58669055,0,31.44854875
3594.549423,75.03035806,56.52381601,-61.40587651,1,43.85474246
2009.103227,33.30980868,35.5590035,-45.06659214,0,59.09011564
2113.492309,39.97758328,41.78305345,-45.02621872,1,68.7104581
3139.453383,60.33399816,55.3851199,-37.41277905,0,49.60913151
3532.666157,52.24202386,61.48989734,-61.05927318,1,45.06970829
2745.859463,36.76312146,50.3496745,-48.43937998,0,43.83987084
2742.989114,54.56331297,37.76117408,-61.87812065,0,55.65314329
3543.5634,72.70891066,53.41001577,-53.70345607,0,48.37930282
2900.178533,82.19541834,42.58842864,-39.66178503,0,45.10408492
3709.53993,76.77477235,52.94447699,-60.00015105,0,43.37735847
2917.132429,93.24771274,29.39802334,-55.10136676,0,56.17033477
2052.942931,73.01900912,11.44495377,-44.65816497,0,49.98540492
2556.544054,68.25533919,31.95859348,-52.18956098,0,34.11082437
2835.140818,72.43042888,43.6948837,-41.322691,0,56.14459665
3517.519204,73.59131417,56.12326335,-44.32352689,0,43.64312693
3191.695582,75.24268758,48.57992805,-61.66844337,1,45.5496122
2331.559646,79.4309523,24.28481932,-42.95047495,0,37.79726565
3205.927762,94.09967701,45.95209257,-38.63904536,0,67.3469836
2149.415879,38.78608249,31.17817133,-54.99460091,0,62.94696862
3857.30771,94.74323146,52.60779831,-54.69753739,0,33.56695667
3394.330405,37.78132766,60.84435834,-51.36367555,0,44.04882428
2712.969108,45.51837671,54.52527259,-29.43562159,0,68.39580111
3969.272946,69.05622126,62.56070598,-51.36333772,0,43.48682136
3482.627104,48.2584339,59.20199019,-52.92582841,0,43.62431043
1971.638434,36.3202492,34.7668032,-42.24424689,0,55.33874633
5494.68441,40.51717813,88.89125454,-50.83954187,0,55.27731438
2674.474472,46.07595274,43.69695001,-53.07752105,0,38.90197641
3029.610586,38.94712441,55.11443755,-65.14280051,1,27.60584074
2303.597653,46.24774381,35.00469212,-51.17014414,0,31.85190308
2202.183579,62.95545475,34.79514202,-45.72626031,1,46.64886879
2680.365073,69.09300742,31.02495765,-59.28098588,0,41.19392955
3089.118585,48.05406364,48.96602377,-60.39817416,0,36.49813423
3579.325159,53.58915537,64.55910428,-37.31062606,0,63.22975396
4059.700273,90.89072517,61.58617783,-42.31169857,0,82.57420795
2916.406869,43.16177391,58.45128521,-40.96008243,1,69.67506898
4143.049554,61.00623588,65.47337082,-57.20794403,0,60.23351533
3860.315017,80.68636132,56.62047476,-54.9102013,0,28.63363912
2536.747425,94.71758538,33.5846988,-38.73895534,1,64.84857931
3326.928584,75.77543042,53.36293978,-40.50265111,0,61.40185429
3814.52525,70.21077904,58.15909431,-55.87692189,0,34.75660649
2800.906301,47.56522232,36.94106827,-71.688357,0,33.58331806
3970.667672,79.99730157,57.59530954,-57.87846711,0,44.77819049
2133.668406,71.03291417,16.88503781,-46.60764464,0,45.12030304
4036.321168,46.94310377,68.20211258,-53.22823071,0,38.14041566
2013.876498,35.24386129,36.14220782,-57.50755196,1,24.02386982
3225.82117,69.42427897,53.37520315,-40.09621669,0,72.7405552
2466.956262,66.47146715,30.19808839,-51.89307938,0,33.62389425
2549.0055,60.39024136,42.47015069,-38.57165009,0,73.91828371
3607.256232,46.5655559,62.44854587,-50.61990726,0,54.07120125
3702.452663,71.50702416,59.91121091,-44.26507345,0,49.06537665
3248.080471,58.50778249,58.73015131,-34.62736764,0,89.8526129
4466.420381,91.43975898,62.63157745,-59.29204513,0,22.72762584
2530.520186,56.0299554,32.60200829,-59.10985248,0,43.45589832
3366.457598,89.17647713,46.37881587,-49.43182179,0,46.25579077
3089.488993,63.12019952,49.77752337,-47.2580231,0,41.76114441
4128.893445,75.04966183,60.82751778,-60.23205702,0,45.24749861
2849.011961,65.00295951,32.46268897,-68.33980399,0,17.52725435
3049.267416,65.48337506,52.69303402,-36.2323299,0,76.81304685
